name;price;info;link;Код товара;Давление;Диапазон измерения;Артикул;Срок поставки;Материалы корпуса в контакте с изм. средой
Датчик давления Balluff BSP B600-IV003-A01A0B-S4;Уточнить цену;"Артикул; BSP B600-IV003-A01A0B-S4; Код товара; BSP0082; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b600_iv003_a01a0b_s4/;BSP0082;;;BSP B600-IV003-A01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B600-IV003-A02A0B-S4;Уточнить цену;"Артикул; BSP B600-IV003-A02A0B-S4; Код товара; BSP006E; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b600_iv003_a02a0b_s4/;BSP006E;;;BSP B600-IV003-A02A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B600-IV003-A03A0B-S4;Уточнить цену;"Артикул; BSP B600-IV003-A03A0B-S4; Код товара; BSP007M; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b600_iv003_a03a0b_s4/;BSP007M;;;BSP B600-IV003-A03A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B600-IV003-D00A0B-S4;Уточнить цену;"Артикул; BSP B600-IV003-D00A0B-S4; Код товара; BSP0061; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b600_iv003_d00a0b_s4/;BSP0061;;;BSP B600-IV003-D00A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP M500-ZT006-A02S1B-S4-006;Уточнить цену;"Артикул; BSP M500-ZT006-A02S1B-S4-006; Код товара; BSP00UW; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_m500_zt006_a02s1b_s4_006/;BSP00UW;;;BSP M500-ZT006-A02S1B-S4-006;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP V002-IV003-A03A0B-S4;Уточнить цену;"Артикул; BSP V002-IV003-A03A0B-S4; Код товара; BSP0078; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_v002_iv003_a03a0b_s4/;BSP0078;;;BSP V002-IV003-A03A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP V010-IV003-A00A0B-S4;Уточнить цену;"Артикул; BSP V010-IV003-A00A0B-S4; Код товара; BSP00FP; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_v010_iv003_a00a0b_s4/;BSP00FP;;;BSP V010-IV003-A00A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP V010-IV003-D01A0B-S4;Уточнить цену;"Артикул; BSP V010-IV003-D01A0B-S4; Код товара; BSP006Y; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_v010_iv003_d01a0b_s4/;BSP006Y;;;BSP V010-IV003-D01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B002-IV003-A01A0B-S4;Уточнить цену;"Артикул; BSP B002-IV003-A01A0B-S4; Код товара; BSP007R; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b002_iv003_a01a0b_s4/;BSP007R;;;BSP B002-IV003-A01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B002-ZT006-A02S1B-S4-006;Уточнить цену;"Артикул; BSP B002-ZT006-A02S1B-S4-006; Код товара; BSP00W0; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b002_zt006_a02s1b_s4_006/;BSP00W0;;;BSP B002-ZT006-A02S1B-S4-006;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B005-IV003-D00A0B-S4;Уточнить цену;"Артикул; BSP B005-IV003-D00A0B-S4; Код товара; BSP005R; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b005_iv003_d00a0b_s4/;BSP005R;;;BSP B005-IV003-D00A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B005-IV003-D01A0B-S4;Уточнить цену;"Артикул; BSP B005-IV003-D01A0B-S4; Код товара; BSP0070; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b005_iv003_d01a0b_s4/;BSP0070;;;BSP B005-IV003-D01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B020-IV003-A01A0B-S4;Уточнить цену;"Артикул; BSP B020-IV003-A01A0B-S4; Код товара; BSP007W; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b020_iv003_a01a0b_s4/;BSP007W;;;BSP B020-IV003-A01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B050-IV003-D00A0B-S4;Уточнить цену;"Артикул; BSP B050-IV003-D00A0B-S4; Код товара; BSP005W; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b050_iv003_d00a0b_s4/;BSP005W;;;BSP B050-IV003-D00A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B100-IV003-D01A0B-S4;Уточнить цену;"Артикул; BSP B100-IV003-D01A0B-S4; Код товара; BSP0074; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b100_iv003_d01a0b_s4/;BSP0074;;;BSP B100-IV003-D01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B120-IV003-A02A0B-S4;Уточнить цену;"Артикул; BSP B120-IV003-A02A0B-S4; Код товара; BSP00FR; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b120_iv003_a02a0b_s4/;BSP00FR;;;BSP B120-IV003-A02A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B250-IV003-A00A0B-S4;Уточнить цену;"Артикул; BSP B250-IV003-A00A0B-S4; Код товара; BSP006R; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b250_iv003_a00a0b_s4/;BSP006R;;;BSP B250-IV003-A00A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B250-IV003-D01A0B-S4;Уточнить цену;"Артикул; BSP B250-IV003-D01A0B-S4; Код товара; BSP0075; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b250_iv003_d01a0b_s4/;BSP0075;;;BSP B250-IV003-D01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B600-IV003-A00A0B-S4;Уточнить цену;"Артикул; BSP B600-IV003-A00A0B-S4; Код товара; BSP006U; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b600_iv003_a00a0b_s4/;BSP006U;;;BSP B600-IV003-A00A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP B600-IV003-D01A0B-S4;Уточнить цену;"Артикул; BSP B600-IV003-D01A0B-S4; Код товара; BSP0077; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_b600_iv003_d01a0b_s4/;BSP0077;;;BSP B600-IV003-D01A0B-S4;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP M250-ZT006-A02S1B-S4-006;Уточнить цену;"Артикул; BSP M250-ZT006-A02S1B-S4-006; Код товара; BSP00UU; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_m250_zt006_a02s1b_s4_006/;BSP00UU;;;BSP M250-ZT006-A02S1B-S4-006;4-6 недель;Высококачественная сталь
Датчик давления Balluff BSP M750-ZT006-A02S1B-S4-006;Уточнить цену;"Артикул; BSP M750-ZT006-A02S1B-S4-006; Код товара; BSP00UY; Срок поставки; 4-6 недель; Материалы корпуса в контакте с изм. средой; Высококачественная сталь";https://balluff-rus.ru/catalog/datchiki_davleniya/datchik_davleniya_balluff_bsp_m750_zt006_a02s1b_s4_006/;BSP00UY;;;BSP M750-ZT006-A02S1B-S4-006;4-6 недель;Высококачественная сталь
